,hashtag,UsM_deltaDays,UsM_statusesCount,UsM_followersCount,UsM_favouritesCount,UsM_listedCount,UsM_friendscCount,UsM_normalizedUserStatusesCount,UsM_normalizedUserFollowersCount,UsM_normalizedUserFavouritesCount,UsM_normalizedUserListedCount,UsM_normalizedUserFriendsCount,is_verified,is_default,has_url,tweets_num,retweet_num,reply_num,norm_tweets,norm_retweet,norm_reply
1346523672413151232,#EnoughIsEnough,590,3061,884,2139,0,1246,5.188135593220339,1.4983050847457626,3.6254237288135593,0.0,2.111864406779661,0,1,0,0.0,648.0,352.0,0.0,92.57142857142857,50.285714285714285
2959314759,#CostOfLivingCrisis,2783,35781,1136,105417,2,1580,12.85698886094143,0.4081925979159181,37.878907653611215,0.0007186489399928135,0.5677326625943226,0,1,0,0.0,1000.0,0.0,0.0,14.705882352941176,0.0
747404036786298880,#EnoughIsEnough,2243,20875,1335,78643,3,2591,9.306732055283103,0.5951850200624164,35.0615247436469,0.0013374944271065535,1.1551493535443602,0,1,0,0.0,976.0,24.0,0.0,46.476190476190474,1.1428571428571428
941406830605029376,#EnoughIsEnough,1707,9223,503,24564,0,1643,5.4030462800234345,0.2946690099589924,14.390158172231985,0.0,0.962507322788518,0,1,0,4.0,987.0,9.0,0.5,123.375,1.125
1507110168995184648,#EnoughIsEnough,146,22321,674,14250,2,900,152.8835616438356,4.616438356164384,97.60273972602741,0.0136986301369863,6.164383561643835,0,1,1,13.0,609.0,378.0,2.6,121.8,75.6
2272185878,#ToryScumOut,3150,132483,7565,482008,4,8209,42.05809523809524,2.401587301587301,153.01841269841267,0.0012698412698412696,2.606031746031746,0,1,0,22.0,770.0,208.0,2.0,70.0,18.90909090909091
153886132,#EnoughIsEnough,4453,42054,2404,30771,2,1476,9.443970357062655,0.5398607680215585,6.910172917134516,0.00044913541432741973,0.3314619357736357,0,0,0,0.0,292.0,708.0,0.0,12.695652173913043,30.782608695652176
1346072194800111619,#EnoughIsEnough,591,3126,148,1549,0,78,5.289340101522843,0.25042301184433163,2.620981387478849,0.0,0.1319796954314721,0,1,0,477.0,347.0,176.0,5.888888888888889,4.283950617283951,2.1728395061728394
845368263097901056,#EnoughIsEnough,1973,40174,4016,478979,0,4991,20.361885453623927,2.035478966041561,242.7668525088697,0.0,2.5296502787633046,0,1,0,10.0,405.0,585.0,0.47619047619047616,19.285714285714285,27.857142857142858
3142153636,#EnergyPrices,2690,146133,4542,84069,8,4999,54.32453531598514,1.688475836431227,31.252416356877323,0.0029739776951672858,1.858364312267658,0,1,0,7.0,895.0,98.0,1.75,223.75,24.5
2850637465,#EnoughIsEnough,2869,332,541,170,9,309,0.11571976298361797,0.18856744510282328,0.059254095503659815,0.003136981526664343,0.10770303241547577,0,0,1,192.0,112.0,24.0,0.067062521830248,0.039119804400977995,0.008382815228781
1019621293,#EnoughIsEnough,3530,3858,4559,14362,5,4839,1.0929178470254957,1.291501416430595,4.068555240793201,0.00141643059490085,1.3708215297450426,0,0,0,21.0,953.0,26.0,0.11538461538461539,5.236263736263736,0.14285714285714285
729093650,#EnoughIsEnough,3670,23396,5086,437193,33,5583,6.374931880108992,1.3858310626702997,119.12615803814714,0.008991825613079018,1.5212534059945504,0,1,0,14.0,806.0,180.0,0.18181818181818182,10.467532467532468,2.3376623376623376
1193476807137345536,#EnoughIsEnough,1012,59469,3127,153708,2,3423,58.76383399209486,3.0899209486166006,151.88537549407116,0.001976284584980237,3.3824110671936762,0,1,0,7.0,938.0,55.0,0.3333333333333333,44.666666666666664,2.619047619047619
